1 -7.5127745695e-01
2 4.3470217283e-01
3 1.2405236678e+00
4 1.8743059146e+00
5 2.3902083604e+00
6 2.8056095091e+00
7 3.1512027308e+00
8 3.3990695340e+00
9 3.5910939504e+00
10 3.7784100069e+00
11 3.9493308561e+00
12 4.0456562389e+00
13 4.1408931022e+00
14 4.2176138823e+00
15 4.1967220713e+00
16 4.2295499671e+00
17 4.2121891390e+00
18 4.2360917578e+00
19 4.2936081671e+00
20 4.3020616228e+00
21 4.3058158360e+00
22 4.3123677893e+00
23 4.3507968933e+00
24 4.3473404854e+00
25 4.3488115887e+00
26 4.3543569674e+00
27 4.3256348927e+00
28 4.3284996731e+00
29 4.3264556787e+00
30 4.3193657111e+00
31 4.3092680754e+00
32 4.3409777783e+00
33 4.3454259465e+00
34 4.2948199038e+00
35 4.3254199920e+00
36 4.3363297107e+00
37 4.3808143475e+00
38 4.3871342271e+00
39 4.3415468021e+00
40 4.3827928153e+00
