1 0.0 0.0 -0.07703847226469795
2 0.0 0.0 -0.09766129085517605
3 0.0 0.0 -0.12764842659476153
4 0.0 0.0 -0.15735187024810357
5 0.0 0.0 -0.1851510429946388
6 0.0 0.0 -0.20899546889432627
7 0.0 0.0 -0.22817421920153444
8 0.0 0.0 -0.2428573157026202
9 0.0 0.0 -0.2536686798204635
10 0.0 0.0 -0.2616481755565223
11 0.0 0.0 -0.26749610937284896
12 0.0 0.0 -0.27160485548002544
13 0.0 0.0 -0.27451975812184043
14 0.0 0.0 -0.27669714008661916
15 0.0 0.0 -0.27837502235829836
16 0.0 0.0 -0.2794239265610167
17 0.0 0.0 -0.28030463863510335
18 0.0 0.0 -0.2808627609728726
19 0.0 0.0 -0.2813180867892201
20 0.0 0.0 -0.2816327968640462
21 0.0 0.0 -0.281917961457956
22 0.0 0.0 -0.28198739104323506
23 0.0 0.0 -0.2821184593395435
24 0.0 0.0 -0.28223198071519917
25 0.0 0.0 -0.28245393595497126
26 0.0 0.0 -0.2824987200042064
27 0.0 0.0 -0.28259626166857504
28 0.0 0.0 -0.2825933613342019
29 0.0 0.0 -0.2826096947506026
30 0.0 0.0 -0.28259417436413103
