# Local self energy at imaginary frequency
# [Column] Data
# [1] Frequency
# [2] Re(Sigma_{shell=0, spin=up, 0, 0})
# [3] Im(Sigma_{shell=0, spin=up, 0, 0})
# [4] Re(Sigma_{shell=0, spin=down, 0, 0})
# [5] Im(Sigma_{shell=0, spin=down, 0, 0})
# [6] Re(Sigma_{shell=1, spin=up, 0, 0})
# [7] Im(Sigma_{shell=1, spin=up, 0, 0})
# [8] Re(Sigma_{shell=1, spin=down, 0, 0})
# [9] Im(Sigma_{shell=1, spin=down, 0, 0})
-628.004371 0.775460 0.034247 3.137350 -0.017805 2.993892 0.084163 0.936799 -0.046159 
-627.376053 0.901679 0.159224 3.472565 -0.002289 2.878127 -0.050728 1.045515 -0.021468 
-626.747734 0.782445 0.178467 3.041304 0.257531 3.187173 -0.238730 1.006930 -0.226445 
-626.119416 0.862719 0.039572 3.192164 0.159394 3.246000 0.052804 0.754324 -0.189764 
-625.491097 0.806503 0.155794 2.748370 0.301362 2.902882 -0.080238 0.865915 -0.089266 
-624.862779 1.011130 0.205655 2.843016 -0.123255 3.323287 -0.123695 0.721684 -0.005722 
-624.234460 1.047349 0.044810 3.159820 0.119324 3.313410 0.132346 0.973670 -0.053235 
-623.606142 0.907553 -0.165013 2.946144 -0.061531 3.058857 0.046525 0.662016 -0.064064 
-622.977823 0.739198 0.017818 3.073331 -0.021228 3.163149 -0.039239 0.732092 -0.060599 
-622.349505 1.039139 0.013247 3.476321 -0.054781 3.207741 0.138539 0.766100 0.058497 
-621.721186 0.807720 0.134000 2.833701 0.231945 3.085060 0.057567 0.717154 0.013141 
-621.092868 1.047502 0.062791 3.031696 -0.145014 3.082564 0.053656 0.673256 0.187505 
-620.464549 1.035608 -0.108930 3.162224 -0.075367 3.092903 0.081902 0.837985 -0.018978 
-619.836231 0.816097 -0.138506 3.024910 0.190332 3.056811 -0.074941 0.653041 0.327343 
-619.207912 0.938515 0.045890 2.923392 -0.236641 3.109246 -0.055080 0.757607 0.059036 
-618.579593 1.145087 -0.135869 3.305926 -0.115623 3.138215 -0.003221 0.698208 0.325672 
-617.951275 0.858557 -0.355890 3.190743 -0.075174 3.086736 -0.080716 0.846221 0.258181 
-617.322956 0.731859 -0.032070 3.427323 0.008697 3.115351 -0.020221 1.020399 0.145704 
-616.694638 0.800002 -0.046553 3.260005 0.422520 3.229649 0.081652 1.001215 0.270774 
-616.066319 0.735635 0.033291 2.989063 0.018354 3.077281 0.116051 1.134670 0.060569 
-615.438001 1.021425 0.055768 3.424747 0.027287 3.029130 -0.059746 1.187913 -0.114964 
-614.809682 0.874337 -0.024554 3.238842 0.206450 3.112706 -0.166055 0.863835 -0.228982 
-614.181364 0.887916 0.005259 3.051465 0.198741 3.214209 0.025552 0.841458 0.109273 
-613.553045 0.849299 0.090437 3.084152 0.207381 3.094258 -0.014976 1.064347 0.022441 
-612.924727 1.011780 0.113840 2.900835 0.214605 3.059554 -0.046160 1.011943 -0.147470 
-612.296408 1.198197 0.081956 2.795392 -0.130221 3.122850 -0.214152 0.921128 -0.175138 
-611.668090 1.130484 -0.233882 3.197209 -0.283702 3.160463 -0.176248 0.790363 -0.060006 
-611.039771 1.031364 -0.351141 3.247103 -0.086096 3.385176 -0.092137 0.763381 0.189067 
-610.411453 0.702063 -0.391785 3.223659 0.035023 3.177707 0.056920 1.104365 0.046246 
-609.783134 0.852399 -0.118367 2.881614 0.107537 2.980820 0.017218 0.958477 -0.242487 
-609.154816 0.690950 -0.212411 2.986707 -0.152813 3.192789 -0.203037 0.708929 0.073814 
-608.526497 0.771457 -0.147775 3.163176 -0.262782 3.209485 -0.040685 0.914057 0.089418 
-607.898178 0.691258 -0.158640 3.222469 0.208163 3.088687 -0.002120 0.715710 0.029182 
-607.269860 0.720961 0.053321 2.937118 -0.083014 3.002702 -0.166011 0.865317 0.236676 
-606.641541 0.802541 -0.081023 3.243604 -0.264637 3.428610 -0.290578 0.991226 0.189112 
